iter	RMSE
170	0.10965045
171	0.1095202626
172	0.1094408877
173	0.1093103973
174	0.1092262193
175	0.109062345
176	0.1089446084
177	0.1088059774
178	0.1086871431
179	0.1085815403
180	0.1084469021
181	0.108314931
182	0.1081332302
183	0.1079939959
184	0.1077963465
185	0.1077044109
186	0.1076506931
187	0.1075728384
188	0.1074422455
189	0.1072163716
190	0.1070712009
191	0.1069107185
192	0.1068352212
193	0.1067650366
194	0.1065284143
195	0.1064055425
196	0.1063404977
197	0.106273036
198	0.1061262011
199	0.1060046039
200	0.1058748731
201	0.1058140319
202	0.1056936479
203	0.1056307024
204	0.1054523991
205	0.1053548716
206	0.1052782489
207	0.1052267956
208	0.1050461394
209	0.1049472479
210	0.1048191707
211	0.1047253093
212	0.1046011825
213	0.1045618261
214	0.1044983991
215	0.1044058214
216	0.1043647034
217	0.1042795899
218	0.1041789684
219	0.1041155336
220	0.1040438691
221	0.1039497208
222	0.1039036089
223	0.1037778394
224	0.1037257789
225	0.1035999816
226	0.1033147058
227	0.1031015934
228	0.1028378531
229	0.1026773026
230	0.1026302281
231	0.1024136111
232	0.102216548
233	0.1020380614
234	0.1020024132
235	0.1019695003
236	0.1018638173
237	0.101761232
238	0.1016095829
239	0.1015444195
240	0.1014245701
241	0.1013789243
242	0.1011995526
243	0.1010836199
244	0.1009989663
245	0.1009250611
246	0.1008900087
247	0.1007368268
248	0.1005816765
249	0.1004307908
250	0.1003480356
251	0.1002502924
252	0.1001774453
253	0.1001499205
254	0.100069847
255	0.1000175377
256	0.09987843772
257	0.09980220953
258	0.0996211815
259	0.09952814698
260	0.09944973618
261	0.09942342218
262	0.09934756324
263	0.09923632901
264	0.09916484346
265	0.09912867745
266	0.09899870578
267	0.09895351881
268	0.09891110205
269	0.09883131958
270	0.09873343022
271	0.09861987944
272	0.09855878827
273	0.09838879495
274	0.09832334042
275	0.09823579031
276	0.0981739787
277	0.09811431122
278	0.09809059208
279	0.09794405873
280	0.09791052864
281	0.09786230385
282	0.09779666616
283	0.09773133747
284	0.09757802343
285	0.09747663843
286	0.09735961457
287	0.09732471616
288	0.09719906287
289	0.09718166967
290	0.09707975592
291	0.09702835631
292	0.09690339515
293	0.09680681124
294	0.09665492627
295	0.09657946382
296	0.09656704344
297	0.09643569196
298	0.09641817174
299	0.0963166162
300	0.09613933138
301	0.09612847816
302	0.09597679367
303	0.09588706199
304	0.09580338083
305	0.09579076886
306	0.09575713572
307	0.09562251886
308	0.09558242969
309	0.09547697005
310	0.09540486295
311	0.09533165178
312	0.09518621973
313	0.09510295394
314	0.09506298444
315	0.09492887652
316	0.09486409553
317	0.09478139658
318	0.09470533267
319	0.09469153967
320	0.09464851625
321	0.09459695505
322	0.09451083879
323	0.09442954073
324	0.09436019945
325	0.09434420841
326	0.09427134839
327	0.09422444244
328	0.09417854519
329	0.09412873802
330	0.09409688464
331	0.09403262432
332	0.0939640464
333	0.09391228768
334	0.09383721776
335	0.09377332801
336	0.09366571698
337	0.09358565826
338	0.09353998529
339	0.09348318577
340	0.09342409172
341	0.09337348612
342	0.09322837316
343	0.09309421358
344	0.09308602302
345	0.09305596122
346	0.09301612266
347	0.09296359075
348	0.09292318653
349	0.09276101571
350	0.09272773951
351	0.09270484078
352	0.09265835519
353	0.09257629051
354	0.09255477385
355	0.09244614079
356	0.09242734877
357	0.0923780963
358	0.09231412623
359	0.0922803711
360	0.09219119437
361	0.09205757337
362	0.09199315827
363	0.09198217761
364	0.09193737567
365	0.0918736618
366	0.09183945021
367	0.09171999988
368	0.0916707059
369	0.09164250805
370	0.09161925467
371	0.09151373782
372	0.09148065485
373	0.0914191351
374	0.0913381462
375	0.09132421684
376	0.09122827131
377	0.09113643244
378	0.09106926653
379	0.09097611947
380	0.09094793585
381	0.0908884923
382	0.09086403294
383	0.09083143352
384	0.09078677266
385	0.0907475983
386	0.09068763545
387	0.09060232249
388	0.09056084346
389	0.09040581477
390	0.09027912141
391	0.09017745431
392	0.09012328154
393	0.09010147265
394	0.09005039539
395	0.09002111965
396	0.08998264691
397	0.08990866837
398	0.08989355281
399	0.08986842672
400	0.08982464227
401	0.0898073403
402	0.08973583663
403	0.08971084562
404	0.08963965177
405	0.08961470154
406	0.08953170897
407	0.08946894174
408	0.08944418632
409	0.08936597275
410	0.08930989694
411	0.08927147766
412	0.08924820965
413	0.08923829953
414	0.08919879053
415	0.08915614707
416	0.089149158
417	0.08907039681
418	0.08903064379
419	0.08900843876
420	0.08898168634
421	0.08896292431
422	0.08890408517
423	0.08887679396
424	0.08883305686
425	0.08877304777
426	0.08872754672
427	0.08860045481
428	0.08855620248
429	0.08850611928
430	0.08847989648
431	0.08844659138
432	0.08842397659
433	0.08840303342
434	0.08838605813
435	0.08837070809
436	0.08835020704
437	0.0882984391
438	0.08828269534
439	0.08825882155
440	0.08822480899
441	0.08821837478
442	0.08818858358
443	0.08812288671
444	0.08810971399
445	0.08807852054
446	0.08806528416
447	0.08804040379
448	0.08800642032
449	0.08798552697
450	0.08792142328
451	0.08787766727
452	0.08778813576
453	0.08771389579
454	0.08767937312
455	0.08761755539
456	0.08758221241
457	0.08756238062
458	0.08753989587
459	0.08748603447
460	0.08739828395
461	0.08736603917
462	0.08732771102
463	0.08729613175
464	0.08726340042
465	0.08720445532
466	0.08716936709
467	0.08713537142
468	0.08706547871
469	0.08705778629
470	0.08703035304
471	0.08699772539
472	0.08696266482
473	0.08683276059
474	0.08681207534
475	0.08680703831
476	0.08672473734
477	0.08660624465
478	0.08650459498
479	0.08649401847
480	0.08646751762
481	0.08641321419
482	0.08634785984
483	0.08633269395
484	0.08631767355
485	0.08619688337
486	0.08619303491
487	0.08609835963
488	0.08608222782
489	0.08598464757
490	0.08590795744
491	0.08583745495
492	0.08578544335
493	0.08575804592
494	0.08563039242
495	0.08559655475
496	0.08555813513
497	0.08552310099
498	0.08548678731
499	0.08538673982
500	0.08534803187
501	0.0853017189
502	0.08528657495
503	0.08526142075
504	0.08520233194
505	0.08518620705
506	0.08518062526
507	0.08514787889
508	0.08510316964
509	0.08507306746
510	0.08503827689
511	0.08500769319
512	0.08499355114
513	0.08496542044
514	0.08494191167
515	0.0849273529
516	0.08491291828
517	0.08489012984
518	0.0848379248
519	0.0847678328
520	0.08468932981
521	0.08466131503
522	0.08463148291
523	0.08455659719
524	0.08453324608
525	0.08452229324
526	0.08450000425
527	0.08444657478
528	0.08437314884
529	0.0842863964
530	0.08419865561
531	0.08414616264
532	0.08413847187
533	0.08406705498
534	0.08405745567
535	0.08401893628
536	0.08396778094
537	0.08392325159
538	0.08385814265
539	0.08378496863
540	0.08374358173
541	0.08373081333
542	0.08368294532
543	0.08367421381
544	0.08363419646
545	0.08361530912
546	0.083584802
547	0.08356031036
548	0.08351534489
549	0.08350191418
550	0.08349229697
551	0.08344081351
552	0.08340561629
553	0.08336462234
554	0.08334715063
555	0.08331910922
556	0.08329844819
557	0.08325613686
558	0.08324254528
559	0.08321332618
560	0.08311476891
561	0.08307619927
562	0.08300040755
563	0.08293047475
564	0.0828825608
565	0.08285757846
566	0.08277728592
567	0.08276837527
568	0.08273096652
569	0.08269670074
570	0.08268479889
571	0.08260533108
572	0.08257967128
573	0.08252373834
574	0.08245130719
575	0.08242282843
576	0.08241744458
577	0.08235964313
578	0.08232474588
579	0.08229439742
580	0.08227941941
581	0.08220506437
582	0.0821685592
583	0.08212265363
584	0.08211319438
585	0.08208267722
586	0.08201802209
587	0.08199766906
588	0.08190616606
589	0.08183197753
590	0.08181384211
591	0.08177945979
592	0.08173900662
593	0.08171614334
594	0.08169876091
595	0.0816509573
596	0.08161095214
597	0.08159852336
598	0.08154707621
599	0.08154357574
600	0.08152334756
601	0.08150829959
602	0.08146917962
603	0.08145794691
604	0.08141778601
605	0.08141195788
606	0.08135564546
607	0.08131177399
608	0.08130483878
609	0.08126974754
610	0.08123678191
611	0.0812352236
612	0.08120204081
613	0.08113566948
614	0.08104150831
615	0.08098530634
616	0.0809696135
617	0.0809524537
618	0.08094926715
619	0.0809234769
620	0.0809075682
621	0.08084828047
622	0.08079197171
623	0.08077780202
624	0.08074978594
625	0.08068491453
626	0.08066086889
627	0.08063635446
628	0.08055426603
629	0.0805477482
630	0.08053392879
631	0.08048124271
632	0.08046261731
633	0.08045731805
634	0.08043369781
635	0.0803911467
636	0.08034395299
637	0.0802639989
638	0.08019596594
639	0.08014901174
640	0.08013820311
641	0.08009333452
642	0.08004950322
643	0.07998917718
644	0.07997335957
645	0.07996911058
646	0.07995532512
647	0.07992337795
648	0.07988218296
649	0.07983629045
650	0.07976259737
651	0.0797372753
652	0.07971206044
653	0.0796800088
654	0.07966857051
655	0.07965266413
656	0.0796071779
657	0.07953497595
658	0.07952367982
659	0.07951240303
660	0.07944863867
661	0.07940542356
662	0.07938049741
663	0.0793260599
664	0.07931309348
665	0.07925833204
666	0.07923537029
667	0.07919156219
668	0.07914016229
669	0.07913020382
670	0.07904332778
671	0.07903245031
672	0.07897593424
673	0.07891925219
674	0.07887641402
675	0.07882616919
676	0.07875016997
677	0.07869958691
678	0.07867990073
679	0.07866481605
680	0.07865116574
681	0.07862342875
682	0.07860773749
683	0.07854126068
684	0.07849590388
685	0.07846531933
686	0.07845948917
687	0.07840747658
688	0.07839689101
689	0.07838300598
690	0.07835809465
691	0.07831170576
692	0.07827291791
693	0.0782516023
694	0.07815710796
695	0.07814295983
696	0.07808158049
697	0.07806906702
698	0.07802259928
699	0.07795388846
700	0.07794015771
701	0.07792703075
702	0.07792138208
703	0.07783923931
704	0.0777879179
705	0.07776056681
706	0.07774836646
707	0.07769682942
708	0.07763208205
709	0.07759379591
710	0.07755791008
711	0.07747376962
712	0.07739504284
713	0.07726693877
714	0.07725112975
715	0.07723953298
716	0.07718181408
717	0.07715925848
718	0.07709451486
719	0.07706735101
720	0.07703218153
721	0.07699530338
722	0.07698377824
723	0.07694466983
724	0.0769091941
725	0.07685905856
726	0.07680911828
727	0.07678312466
728	0.07677375324
729	0.07674005851
730	0.07672402325
731	0.07665680508
732	0.0766230947
733	0.07655027586
734	0.07651936292
735	0.07647676722
736	0.07645125071
737	0.0764386049
738	0.07640827654
739	0.07636893327
740	0.07635292828
741	0.07632280748
742	0.07631015866
743	0.07625889177
744	0.076190717
745	0.07616521278
746	0.07612396822
747	0.07605870211
748	0.07604456723
749	0.07601945363
750	0.07599979044
751	0.07594885905
752	0.07589974921
753	0.07588585793
754	0.0758581697
755	0.07581738117
756	0.07578847368
757	0.0757632108
758	0.07569713088
759	0.07568959634
760	0.07563301911
761	0.07560577436
762	0.07558640009
763	0.07556551105
764	0.07554251248
765	0.07547680617
766	0.07545909075
767	0.07544183288
768	0.07538442037
769	0.07535969367
770	0.07534981978
771	0.07529893507
772	0.07527240507
773	0.07524403596
774	0.07522221972
775	0.07518003314
776	0.07516904217
777	0.07513099692
778	0.07509516266
779	0.07507711097
780	0.07507005784
781	0.07505488885
782	0.07501584764
783	0.07500585206
784	0.0749959667
785	0.07498594636
786	0.07493701497
787	0.07493216658
788	0.07490872681
789	0.07489786213
790	0.07487941306
791	0.07484066503
792	0.07481404237
793	0.07478573072
794	0.07477077644
795	0.07471641233
796	0.0746774346
797	0.07461448204
798	0.07458171667
799	0.07451763821
800	0.07450727063
801	0.07446685145
802	0.07445443016
803	0.0744076203
804	0.07436022526
805	0.07430762541
806	0.07428733015
807	0.07426895487
808	0.07426659128
809	0.07423518514
810	0.07419354957
811	0.07418022084
812	0.07414193072
813	0.07413245498
814	0.074074705
815	0.07401561446
816	0.0739993542
817	0.07393069055
818	0.07388024354
819	0.07387009683
820	0.07381382455
821	0.07375845991
822	0.07371830519
823	0.07370844729
824	0.07366269416
825	0.07359644306
826	0.07359134307
827	0.07354716279
828	0.07349498965
829	0.07348449523
830	0.07347667783
831	0.0734527315
832	0.07338286034
833	0.07331534071
834	0.07328693234
835	0.07326083937
836	0.07323432778
837	0.07314999543
838	0.0731246705
839	0.07311196327
840	0.0730871447
841	0.07305008285
842	0.07302860784
843	0.07302370188
844	0.07290660952
845	0.07287587984
846	0.07279822766
847	0.07278668846
848	0.07276620568
849	0.07273032082
850	0.07267132734
851	0.0726364472
852	0.07260804629
853	0.07255635711
854	0.07254421747
855	0.07249168149
856	0.07247357745
857	0.07245673905
858	0.07244104946
859	0.07240893563
860	0.07238883287
861	0.07234351838
862	0.07231173937
863	0.07230272742
864	0.07228871638
865	0.07225870981
866	0.07222527281
867	0.07221689971
868	0.07220182205
869	0.07217228274
870	0.07215116516
871	0.07209327122
872	0.07204924401
873	0.07202617253
874	0.07200895622
875	0.07199956303
876	0.07192225313
877	0.07189077448
878	0.07187726087
879	0.07183079972
880	0.07182223993
881	0.07181658358
882	0.07180600333
883	0.07180151977
884	0.07177596341
885	0.07173095432
886	0.07165465944
887	0.07160444048
888	0.07159101587
889	0.0715557099
890	0.07154447948
891	0.07153425779
892	0.07149201439
893	0.07143719812
894	0.07143186319
895	0.07142892108
896	0.07140334376
897	0.07138442342
898	0.07137849721
899	0.0713661248
900	0.07134338636
901	0.07132305416
902	0.07130989338
903	0.07124090957
904	0.0712321192
905	0.07116303022
906	0.07111722033
907	0.07106886857
908	0.07104938105
909	0.07094680759
910	0.07087888955
911	0.07087455608
912	0.07081671105
913	0.07079291784
914	0.07077966133
915	0.07074478922
916	0.07070509738
917	0.07065062069
918	0.07062044048
919	0.07058014598
920	0.07054100069
921	0.07049352507
922	0.07045844091
923	0.0703963057
924	0.07037493791
925	0.0703491107
926	0.07029049227
927	0.07025239279
928	0.07023600159
929	0.07022261523
930	0.07018582763
931	0.07011515883
932	0.07010250626
933	0.07008894565
934	0.07007670438
935	0.07007197147
936	0.07003514881
937	0.0700129043
938	0.07000081912
939	0.06997829298
940	0.06996487149
941	0.0699625481
942	0.06995257978
943	0.06990731045
944	0.06986534619
945	0.06982740764
946	0.06977584776
947	0.06976056104
948	0.06971286434
949	0.06967676478
950	0.06964427681
951	0.06962829859
952	0.06958997539
953	0.06950087528
954	0.06947150454
955	0.06945681319
956	0.06943015006
957	0.06940377612
958	0.06934437729
959	0.06933463486
960	0.06932190833
961	0.06928060532
962	0.06921977302
963	0.06914355959
964	0.06909829616
965	0.06906358866
966	0.06903587484
967	0.06902418024
968	0.06901032724
969	0.06890510121
970	0.06888089706
971	0.06887639503
972	0.06883752611
973	0.06881682355
974	0.06880861294
975	0.06879856976
976	0.06878978064
977	0.06877553838
978	0.06875279298
979	0.06874494533
980	0.06868800456
981	0.06867359853
982	0.06866168358
983	0.06863001409
984	0.06861947482
985	0.06859658754
986	0.0685706056
987	0.06848541474
988	0.06845872258
989	0.06840718446
990	0.06835108873
991	0.06833456765
992	0.06830172385
993	0.06825077975
994	0.06822207074
995	0.06820511309
996	0.06814398759
997	0.06812620738
998	0.06811907011
999	0.06805501234
